question_id,tipo_questao,dataset,modelo,nivel_dificuldade,disciplina,tema,texto_questao,gabarito_oficial,resposta,correto,json_parse_ok,saida_bruta,timestamp_execucao
2012-09_22,OBJETIVA,J2,llama323b,medio,Direito Internacional,Convenção Interamericana para Prevenir e Punir a Tortura,"Com relação à Convenção Interamericana para Prevenir e Punir a Tortura, ratificada pelo Brasil em 20 de julho de 1989, assinale a afirmativa correta.",C,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:03Z
2012-09_23,OBJETIVA,J2,llama323b,medio,Direito Internacional,Organizações Internacionais - Organização das Nações Unidas (ONU),"Com base da Carta das Nações Unidas, assinale a afirmativa correta.",A,A,True,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:04Z
2012-09_24,OBJETIVA,J2,llama323b,dificil,Direito Internacional,Conflito de Leis no Espaço - Sucessão e Forma dos Atos,"José, de nacionalidade brasileira, era casado com Maria, de nacionalidade sueca, encontrando-se o casal domiciliado no Brasil. Durante a viagem de “lua de mel”, na França, Maria, após o jantar, veio a falecer, em razão de uma intoxicação alimentar. Maria, quando ainda era noiva de José, havia realizado testamento em Londres, dispondo sobre os seus bens, entre eles dois imóveis situados no Rio de Janeiro.
À luz das regras de Direito Internacional Privado, assinale a afirmativa correta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:05Z
2012-09_25,OBJETIVA,J2,llama323b,medio,Direito Tributário,Imposto sobre Produtos Industrializados (IPI),"Acerca do Imposto sobre Produtos Industrializados, de competência da União, assinale a afirmativa que contempla duas de suas características.",A,N/A,False,False,"{""A""",2026-03-31T01:46:06Z
2012-09_28,OBJETIVA,J2,llama323b,medio,Direito Tributário,Imunidade Recíproca,"O procurador do município Gama decide contestar judicialmente a cobrança do ICMS discriminada na fatura da conta de luz do imóvel onde funciona a sede da prefeitura, alegando a condição de ente político para livrar-se da exação.
A demanda da municipalidade deverá ser",D,D,True,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:07Z
2012-09_29,OBJETIVA,J2,llama323b,facil,Direito Administrativo,Classificação dos Serviços Públicos,"Acerca dos serviços considerados como serviços públicos uti singuli, assinale a afirmativa correta.",C,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:08Z
2012-09_30,OBJETIVA,J2,llama323b,medio,Direito Administrativo,Fase Declaratória,"A desapropriação é um procedimento administrativo que possui duas fases: a primeira, denominada declaratória e a segunda, denominada executória.
Quanto à fase declaratória, assinale a afirmativa correta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:09Z
2012-09_31,OBJETIVA,J2,llama323b,facil,Direito Administrativo,Segurança Jurídica,"De acordo com o Art. 2º, inciso XIII, da Lei n. 9.784/98, a Administração deve buscar a interpretação da norma que melhor garanta o atendimento do fim público a que se dirige, vedada a aplicação retroativa da nova interpretação.
Assinale a alternativa que indica o princípio consagrado por esse dispositivo, em sua parte final.",D,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:10Z
2012-09_32,OBJETIVA,J2,llama323b,medio,Direito Administrativo,Exploração direta de atividade econômica pelo Estado,"Atento à crescente especulação imobiliária, e ciente do sucesso econômico obtido pelas construtoras do País com a construção de imóveis destinados ao público de alta renda, o Estado “X” decide ingressar nesse lucrativo mercado. Assim, edita uma lei autorizando a criação de uma empresa pública e, no mesmo ano, promove a inscrição dos seus atos constitutivos no registro das pessoas jurídicas.
Assinale a alternativa que apresenta a alegação que as construtoras privadas, incomodadas pela concorrência de uma empresa pública, poderiam apresentar.",C,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:11Z
2012-09_33,OBJETIVA,J2,llama323b,medio,Direito Administrativo,Parcerias Público-Privadas (PPP),"Um estado da Federação, em processo de recuperação econômica, pretende restaurar o seu antigo Parque de Esportes, uma enorme área que concentra estádio de futebol, ginásio de esportes coletivos e parque aquático. Não dispondo de recursos para custear a totalidade da obra e nem tendo expertise para promover uma boa gestão do espaço, o Estado pretende firmar um contrato de parceria público-privada, nos moldes da Lei n. 11.079/2004.
Sobre o instituto da Parceria Público-Privada, assinale a afirmativa correta.",C,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:12Z
2012-09_34,OBJETIVA,J2,llama323b,medio,Direito Administrativo,Controle Externo e Tribunal de Contas,"As contas do Prefeito do Município X não foram aprovadas pelo Tribunal de Contas do Estado. Dentre outras irregularidades, apurou-se o superfaturamento em obras públicas.
Sobre o controle exercido pelas Cortes de Contas, assinale a afirmativa correta.",A,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:13Z
2012-09_35,OBJETIVA,J2,llama323b,medio,Direito Ambiental,Ações Administrativas na Lei Complementar 140/2011,"A Lei Complementar n. 140 de 2011 fixou normas para a cooperação entre os entes da federação nas ações administrativas decorrentes do exercício da competência comum relativas ao meio ambiente. Sobre esse tema, assinale a afirmativa correta.",D,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:14Z
2012-09_36,OBJETIVA,J2,llama323b,medio,Direito Ambiental,Sanções Administrativas,"A respeito da responsabilidade administrativa federal por danos ambientais, regulamentada pelo Decreto n. 6.514/08 e alterado pelo Decreto 6.686/08, assinale a afirmativa correta.",A,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:16Z
2012-09_37,OBJETIVA,J2,llama323b,medio,Direito Civil,Ordem de vocação hereditária e meação,"José, viúvo, é pai de Mauro e Mário, possuindo um patrimônio de R$ 300.000,00. Casou-se com Roberta, que tinha um patrimônio de R$ 200.000,00, pelo regime da comunhão universal de bens. José e Roberta tiveram dois filhos, Bruno e Breno.
Falecendo Roberta, a divisão do monte seria a seguinte:",C,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:17Z
2012-09_38,OBJETIVA,J2,llama323b,facil,Direito Civil,Cláusulas Especiais à Compra e Venda (Preempção),"Marcelo firmou com Augusto contrato de compra e venda de imóvel, tendo sido instituindo no contrato o pacto de preempção. Acerca do instituto da preempção, assinale a afirmativa correta.",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:18Z
2012-09_39,OBJETIVA,J2,llama323b,medio,Direito Civil,Hipoteca,"De acordo com as regras atinentes à hipoteca, assinale a afirmativa correta.",D,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:19Z
2012-09_40,OBJETIVA,J2,llama323b,dificil,Direito Civil,Alimentos,"Henrique e Natália, casados sob o regime de comunhão parcial de bens, decidiram se divorciar após 10 anos de união conjugal. Do relacionamento nasceram Gabriela e Bruno, hoje, com 8 e 6 anos, respectivamente. Enquanto esteve casada, Natália, apesar de ter curso superior completo, ser pessoa jovem e capaz para o trabalho, não exerceu atividade profissional para se dedicar integralmente aos cuidados da casa e dos filhos.
Considerando a hipótese acima e as regras atinentes à prestação de alimentos, assinale a afirmativa correta.",C,C,True,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:20Z
2012-09_41,OBJETIVA,J2,llama323b,medio,Direito Civil,Vícios Redibitórios,"Em 12.09.12, Sílvio adquiriu de Maurício, por contrato particular de compra e venda, um automóvel, ano 2011, por R$ 34.000,00 (trinta e quatro mil reais). Vinte dias após a celebração do negócio, Sílvio tomou conhecimento que o veículo apresentava avarias na suspensão dianteira, tornando seu uso impróprio pela ausência de segurança.
Considerando que o vício apontado existia ao tempo da contratação, de acordo com a hipótese acima e as regras de direito civil, assinale a afirmativa correta.",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:21Z
2012-09_42,OBJETIVA,J2,llama323b,medio,Direito Civil,Pagamento em Consignação,"Tiago celebrou com Ronaldo contrato de compra e venda de dez máquinas de costura importadas da China. Restou acordado que o pagamento se daria em trinta e seis prestações mensais e consecutivas com reajuste a cada doze meses conforme taxa Selic, a ser efetuado no domicílio do credor. O contrato estabeleceu, ainda, a incidência de juros moratórios, no importe de 2% (dois por cento) do valor da parcela em atraso, e cláusula penal, fixada em 10% (dez por cento) do valor do contrato, em caso de inadimplência. Após o pagamento de nove parcelas, Tiago foi surpreendido com a notificação extrajudicial enviada por Ronaldo, em que se comunicava um reajuste de 30% (trinta por cento) sobre o valor da última parcela paga sob o argumento de que ocorreu elevada desvalorização no câmbio. Tiago não concordou com o reajuste e ao tentar efetuar o pagamento da décima parcela com base no valor inicialmente ajustado teve o pagamento recusado por Ronaldo.
Considerando o caso acima e as regras previstas no Código Civil, assinale a afirmativa correta.",A,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:23Z
2012-09_43,OBJETIVA,J2,llama323b,medio,Direito Civil,Responsabilidade Objetiva e Solidária,"No dia 23 de junho de 2012, Alfredo, produtor rural, contratou a sociedade Simões Aviação Agrícola Ltda., com a finalidade de pulverizar, por via aérea, sua plantação de soja. Ocorre que a pulverização se deu de forma incorreta, ocasionando a perda integral da safra de abóbora pertencente a Nilson, vizinho lindeiro de Alfredo.
Considerando a situação hipotética e as regras de responsabilidade civil, assinale a afirmativa correta.",B,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:24Z
2012-09_44,OBJETIVA,J2,llama323b,medio,Direito da Criança e do Adolescente,Autorização para Viagem e Hospedagem,"Juliana, estudante de 17 anos, em comemoração a sua recente aprovação no vestibular de uma renomada universidade, saiu em viagem com Gustavo, seu namorado de 25 anos, funcionário público federal.
Acerca de possíveis intercorrências ao longo da viagem, é correto afirmar que",A,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:25Z
2012-09_45,OBJETIVA,J2,llama323b,medio,Direito da Criança e do Adolescente,Estágio de Convivência,"Acerca do estágio de convivência precedente a adoção, assinale a afirmativa correta.",D,D,True,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:26Z
2012-09_46,OBJETIVA,J2,llama323b,medio,Direito do Consumidor,Publicidade Enganosa e Abusiva,"Academia de ginástica veicula anúncio assinalando que os seus alunos, quando viajam ao exterior, podem se utilizar de rede mundial credenciada, presente em 60 países e 230 cidades, sem custo adicional. Um ano após continuamente fazer tal divulgação, vários alunos reclamam que, em quase todos os países, é exigida tarifa de uso da unidade conveniada. A academia responde que a referência ao “sem custo adicional” refere-se à inexistência de acréscimo cobrado por ela, e não de eventual cobrança, no exterior, de terceiro.
Acerca dessa situação, assinale a afirmativa correta.",D,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:28Z
2012-09_47,OBJETIVA,J2,llama323b,medio,Direito do Consumidor,Aplicabilidade do CDC e Revisão Contratual,"A sociedade empresária XYZ Ltda. oferta e celebra, com vários estudantes universitários, contratos individuais de fornecimento de material didático, nos quais garante a entrega, com 25% de desconto sobre o valor indicado pela editora, dos livros didáticos escolhidos pelos contratantes (de lista de editoras de antemão definidas). Os contratos têm duração de 24 meses, e cada estudante compromete-se a pagar valor mensal, que fica como crédito, a ser abatido do valor dos livros escolhidos. Posteriormente, a capacidade de entrega da sociedade diminuiu, devido a dívidas e problemas judiciais. Em razão disso, ela pretende rever judicialmente os contratos, para obter aumento do valor mensal, ou então liberar-se do vínculo.
Acerca dessa situação, assinale a afirmativa correta.",A,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:29Z
2012-09_48,OBJETIVA,J2,llama323b,facil,Direito Empresarial,Subsidiária Integral,"Leia o trecho a seguir.
Companhia cuja totalidade das ações em que se divide o capital pertence a uma sociedade brasileira.
Essa definição refere-se à",A,N/A,False,False,"{""A""",2026-03-31T01:46:29Z
2012-09_49,OBJETIVA,J2,llama323b,medio,Direito Empresarial,Sociedade Limitada,"A sociedade limitada encontra-se regulada nos artigos 1052 a 1087 do Código Civil. Para que ela possa atingir sua finalidade, necessita de patrimônio, já que sua personalidade é diversa da personalidade dos sócios. Em relação ao capital e ao patrimônio social desse tipo societário, assinale a afirmativa incorreta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:30Z
2012-09_50,OBJETIVA,J2,llama323b,medio,Direito Empresarial,Duplicata e Princípios Cambiários,"Com relação aos títulos de crédito, assinale a afirmativa correta.",D,D,True,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:31Z
2012-09_51,OBJETIVA,J2,llama323b,medio,Direito Empresarial,Classificação de Créditos,"A respeito do processo de falência, assinale a afirmativa correta.",C,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:32Z
2012-09_52,OBJETIVA,J2,llama323b,medio,Direito Civil,Arrendamento Mercantil (Leasing),"Primavera do Leste Arrendamento Mercantil S.A. ajuizou ação de reintegração de posse de bem arrendado à sociedade empresária Vila Bela Distribuidora de Jornais e Revistas Ltda., em face do não pagamento das prestações nos vencimentos. O contrato de arrendamento mercantil prevê resolução de pleno direito em caso de qualquer inadimplemento da arrendatária.
O juiz extinguiu o processo sem resolução de mérito porque",A,A,True,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:34Z
2012-09_53,OBJETIVA,J2,llama323b,medio,Direito Administrativo,Procedimento,"Os Juizados Especiais da Fazenda Pública, órgãos da Justiça comum e integrantes do Sistema dos Juizados Especiais, foram instituídos pela Lei n. 12.153/2009.
Com base nessas disposições, asinale a afirmativa correta.",D,D,True,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:35Z
2012-09_54,OBJETIVA,J2,llama323b,medio,Direito Constitucional,Mandado de Segurança,"Impetrado um mandado de segurança, já sob a égide da Lei n. 12.016/2009, assinale a afirmativa correta.",A,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:36Z
2012-09_55,OBJETIVA,J2,llama323b,medio,Direito Civil,Intervenção de Terceiros,"Considerando a assistência e as demais formas de intervenção de terceiros previstas no Código de Processo Civil, assinale a afirmativa correta.",C,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:37Z
2012-09_56,OBJETIVA,J2,llama323b,medio,Direito Civil,Ação Rescisória,"A respeito da Ação Rescisória, assinale a afirmativa correta.",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:38Z
2012-09_57,OBJETIVA,J2,llama323b,medio,Direito Constitucional,Recurso Extraordinário e Repercussão Geral,"Como forma de prestigiar o princípio da razoável duração do processo e propiciar uma prestação jurisdicional mais célere e eficiente, um legislador promoveu uma série de alterações na sistemática recursal do Processo Civil brasileiro. Nesse sentido, destaca-se a Emenda Constitucional n. 45/2004 que introduziu em nosso ordenamento jurídico a figura da repercussão geral.
Acerca deste instituto, assinale a afirmativa correta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:39Z
2012-09_58,OBJETIVA,J2,llama323b,medio,Direito Civil,Impugnação ao Cumprimento de Sentença,"A execução tem por finalidade precípua a adoção de medidas necessárias à satisfação da obrigação prevista em um título executivo judicial ou extrajudicial. Em um primeiro momento, vigia no ordenamento pátrio o princípio da autonomia, segundo o qual as atividades executivas e de conhecimento deveriam ser desenvolvidas necessariamente por meio de ações distintas. Contudo, tal sistemática foi alvo de uma série de reformas que buscaram prestigiar um desenvolvimento sincrético do processo, bem como a própria efetivação do título executivo.
Com base na legislação vigente, assinale a afirmativa correta:",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:41Z
2012-09_59,OBJETIVA,J2,llama323b,medio,Direito Penal,Progressão de Regime,"O sistema punitivo brasileiro é progressivo. Por meio dele o condenado passa do regime inicial de cumprimento de pena mais severo para regime mais brando, até alcançar o livramento condicional ou a liberdade definitiva.
A respeito da progressão de regime, assinale a afirmativa correta.",C,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:42Z
2012-09_60,OBJETIVA,J2,llama323b,medio,Direito Penal,Princípios da Ação Penal,"Tendo como base o instituto da ação penal, assinale a afirmativa correta.",A,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:43Z
2012-09_61,OBJETIVA,J2,llama323b,medio,Direito Penal,Excludentes de Ilicitude e Culpabilidade,"Acerca das causas excludentes de ilicitude e extintivas de punibilidade, assinale a afirmativa incorreta.",B,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:44Z
2012-09_62,OBJETIVA,J2,llama323b,medio,Direito Penal,Relação de Causalidade e Agravação pelo Resultado,"José subtrai o carro de um jovem que lhe era totalmente desconhecido, chamado João. Tal subtração deu-se mediante o emprego de grave ameaça exercida pela utilização de arma de fogo. João, entretanto, rapaz jovem e de boa saúde, sem qualquer histórico de doença cardiovascular, assusta-se de tal forma com a arma, que vem a óbito em virtude de ataque cardíaco.
Com base no cenário acima, assinale a afirmativa correta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:45Z
2012-09_63,OBJETIVA,J2,llama323b,dificil,Direito Penal,Reincidência,"Guilherme praticou, em 18/02/2009, contravenção penal de vias de fato (Art. 21 do Decreto Lei n. 3.688/41), tendo sido condenado à pena de multa. A sentença transitou definitivamente em julgado no dia 15/03/2010, mas Guilherme não pagou a multa. No dia 10/07/2010, Guilherme praticou crime de ato obsceno (Art. 233 do CP).
Com base na situação descrita e na legislação, assinale a afirmativa correta.",A,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:46Z
2012-09_64,OBJETIVA,J2,llama323b,medio,Direito Penal,Erro de Proibição,"Jaime, brasileiro, passou a morar em um país estrangeiro no ano de 1999. Assim como seu falecido pai, Jaime tinha por hábito sempre levar consigo acessórios de arma de fogo, o que não era proibido, levando-se em conta a legislação vigente à época, a saber, a Lei n. 9.437/97. Tal hábito foi mantido no país estrangeiro que, em sua legislação, não vedava a conduta. Todavia, em 2012, Jaime resolve vir de férias ao Brasil. Além de matar as saudades dos familiares, Jaime também queria apresentar o país aos seus dois filhos, ambos nascidos no estrangeiro. Ocorre que, dois dias após sua chegada, Jaime foi preso em flagrante por portar ilegalmente acessório de arma de fogo, conduta descrita no Art. 14 da Lei n. 10.826/2003, verbis: “Portar, deter, adquirir, fornecer, receber, ter em depósito, transportar, ceder, ainda que gratuitamente, emprestar, remeter, empregar, manter sob guarda ou ocultar arma de fogo, acessório ou munição, de uso permitido, sem autorização e em desacordo com determinação legal ou regulamentar”.
Nesse sentido, podemos afirmar que Jaime agiu em hipótese de",A,A,True,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:48Z
2012-09_65,OBJETIVA,J2,llama323b,medio,Direito Penal,Suspensão Condicional do Processo e Transação Penal,"Com relação à Lei n. 9.099/95, assinale a afirmativa incorreta.",B,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:49Z
2012-09_66,OBJETIVA,J2,llama323b,facil,Direito Penal,Prisao em Flagrante,"O Código de Processo Penal pátrio menciona que também se considera em flagrante delito quem é perseguido, logo após o delito, pela autoridade, pelo ofendido ou por qualquer pessoa, em situação que faça presumir ser o perseguido autor da infração.
A essa modalidade dá-se o nome de flagrante",A,A,True,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:50Z
2012-09_67,OBJETIVA,J2,llama323b,facil,Direito Penal,Ação Penal,"Em relação aos procedimentos previstos na Lei n. 8.666/93, que instituiu as normas de licitações e contratos da Administração Pública, assinale a afirmativa correta.",A,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:51Z
2012-09_68,OBJETIVA,J2,llama323b,medio,Direito Penal,Embargos Infringentes e de Nulidade,"Joel foi condenado pela prática do crime de extorsão mediante sequestro. A defesa interpôs recurso de Apelação, que foi recebido e processado, sendo certo que o tribunal, de forma não unânime, manteve a condenação imposta pelo juízo a quo. O advogado do réu verifica que o acórdão viola, de forma direta, dispositivos constitucionais, razão pela qual decide continuar recorrendo da decisão exarada pela Segunda Instância.
De acordo com as informações acima, assinale a alternativa que indica o recurso a ser interposto.",D,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:52Z
2012-09_69,OBJETIVA,J2,llama323b,medio,Direito Penal,Lei Maria da Penha (Violência Doméstica),"Em relação à Lei Maria da Penha, assinale a afirmativa correta.",D,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:53Z
2012-09_70,OBJETIVA,J2,llama323b,facil,Direito do Trabalho,Aposentadoria por Invalidez,"Após sofrer um acidente automobilístico de gravíssimas proporções enquanto viajava a lazer, o empregado Pedro foi aposentado por invalidez pelo INSS. Assinale a alternativa que indica o efeito desse fato no seu contrato de trabalho.",B,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:54Z
2012-09_71,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Intervalo Intrajornada,"Maria foi contratada pela empresa Bolos S.A. para exercer a função de copeira, cumprindo jornada de trabalho de segunda à sexta-feira das 13:00 h às 17:00 h, sem intervalo alimentar. Decorridos dois anos do início do pacto contratual, foi a empregada dispensada, recebendo as parcelas da ruptura.
Contudo, inconformada porque jamais lhe foi permitido usufruir de intervalo para descanso e alimentação, Maria ajuíza reclamação trabalhista postulando o pagamento do período correspondente ao intervalo alimentar não concedido.
Diante da hipótese relatada, assinale a afirmativa correta.",C,C,True,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:46:56Z
2012-09_72,OBJETIVA,J2,llama323b,facil,Direito do Trabalho,Homologação e Assistência na Rescisão,"Partindo-se da premissa legal de que o pedido de demissão ou recibo de quitação de rescisão do contrato de trabalho, firmado por empregado com mais de um ano de serviço, somente será válido quando realizado perante a autoridade competente, assinale a afirmativa correta.",C,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:46:57Z
2012-09_73,OBJETIVA,J2,llama323b,facil,Direito do Trabalho,Requisitos para Contratação e Exigência de Experiência,"Buscando profissionais experientes para manusear equipamentos de alta tecnologia e custo extremamente elevado, uma empresa anuncia a existência de vagas para candidatos que possuam dois anos de experiência prévia em determinada atividade.
A partir da hipótese apresentada, assinale a afirmativa correta.",A,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:46:58Z
2012-09_74,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Extinção do Contrato e Prescrição,"De acordo com o entendimento consolidado da jurisprudência, a mudança de regime jurídico do empregado celetista para estatutário",C,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:46:59Z
2012-09_75,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Custas e Responsabilidade Solidária,"Assinale a alternativa em que há, incontroversamente, responsabilidade solidária no âmbito trabalhista.",C,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:47:00Z
2012-09_76,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Citação na Execução Trabalhista,"De acordo com a Consolidação das Leis do Trabalho, assinale a afirmativa correta.",C,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:47:01Z
2012-09_77,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Preferência de Tramitação,"Um dos princípios norteadores do Processo do Trabalho é o da celeridade, dada a natureza salarial do crédito trabalhista. Entretanto, por força de Lei, algumas causas especiais possuem preferência na tramitação. Das situações listadas a seguir, assinale aquela que terá preferência em todas as fases processuais.",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:47:02Z
2012-09_78,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Reconvenção e Competência da Justiça do Trabalho,"Uma das espécies de resposta é a reconvenção, que vem a ser a ação do réu contra o autor no mesmo feito e juízo em que é demandado. Malgrado não estar formalmente previsto na CLT, é pacífico o cabimento da reconvenção nas lides trabalhistas. Das hipóteses abaixo listadas, assinale aquela em que, pela natureza da pretensão deduzida, seria inviável a apresentação de reconvenção na Justiça do Trabalho.",D,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:47:03Z
2012-09_79,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Liquidação de Sentença,"A liquidação tem por objetivo a apuração do quantum debeatur nas sentenças proferidas de forma ilíquida e que tenham deferido, ao menos em parte, a pretensão deduzida. De acordo com a CLT, assinale a alternativa que indica as formas possíveis de liquidação da sentença nas obrigações de dar (pagar) e, caso o juiz conceda prazo às partes para manifestação, o número de dias para a impugnação.",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:47:04Z
2012-09_80,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Jus Postulandi,"Na Justiça do Trabalho, segundo o entendimento sumulado pelo TST, é correto afirmar-se que o jus postulandi",A,A,True,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:47:06Z
2013-10_1,OBJETIVA,J2,llama323b,medio,Ética Profissional,Publicação de Alegações Forenses,"O advogado João, que também é formado em Comunicação Social, atua nas duas profissões, possuindo uma coluna onde apresenta noticias jurídicas, com informações sobre atividades policiais, forenses ou vinculadas ao Ministério Público. Semanalmente inclui, nos seus comentários, alguns em forma de poesia, suas alegações forenses e os resultados dos processos sob sua responsabilidade, divulgando, com isso, seu trabalho como advogado.
À luz das normas estatutárias, assinale a afirmativa correta.",B,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:47:07Z
2013-10_2,OBJETIVA,J2,llama323b,medio,Ética Profissional,Visto em Atos Constitutivos,"O advogado Mário pertence aos quadros da sociedade de economia mista controlada pelo Estado W, na qual chefia o Departamento Jurídico. Não existe óbice para a prestação de serviços de advocacia privada, o que ocorre no escritório que possui no centro da capital do Estado, em horário diverso do expediente na empresa. Um dos seus clientes realiza contrato para que Mário aponha o seu visto em ato constitutivo de pessoa jurídica, em Junta Comercial cuja sede está localizada na capital do Estado W.
Observado tal relato, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",D,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:47:08Z
2013-10_3,OBJETIVA,J2,llama323b,medio,Ética Profissional,Assistência e Defesa das Prerrogativas pela OAB,"João, advogado regularmente inscrito nos quadros da Ordem dos Advogados do Brasil, veio a ser indiciado por força de investigação proposta em face de um dos seus inúmeros clientes, não tendo o causídico participado de qualquer ato ilícito, mas apenas como advogado. Veio a saber que seu nome fora incluído por força de exercício considerado exacerbado de sua atividade advocatícia. Contratou advogado para a sua defesa no inquérito criminal e postulou assistência à Ordem dos Advogados do Brasil por entender feridas suas prerrogativas profissionais.
Observado tal relato, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:47:09Z
2013-10_4,OBJETIVA,J2,llama323b,facil,Ética Profissional,Pagamento de Honorários,"Nos termos do Estatuto da Advocacia existe a previsão de pagamento de honorários advocatícios. Assinale a afirmativa que indica como deve ocorrer o pagamento, quando não houver estipulação em contrário.",B,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:47:10Z
2013-10_5,OBJETIVA,J2,llama323b,facil,Ética Profissional,Exame de autos sem procuração e obtenção de cópias,"A advogada Maria solicitou, no cartório de determinada vara cível, ter vista e extrair cópias dos autos de processo não sujeito a sigilo. O serventuário a quem foi feita a solicitação afirmou que Maria não havia juntado procuração aos autos do processo em questão e, em razão disso, apenas poderia ter vista dos autos e que lhe seria vedada a extração de cópias.
A partir do caso apresentado, assinale a afirmativa correta.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:47:12Z
2012-08_40,OBJETIVA,J2,llama321b,medio,Direito Civil,Onerosidade excessiva e teoria da imprevisão,"Utilizando-se das regras afetas ao direito das obrigações, assinale a alternativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:00Z
