ID da Questão,Tipo Questão,Dataset,Prompt System,texto_questao,alternativas,gabarito_oficial,nivel_dificuldade,disciplina,tema,peso_questao,Número Questão Sequencial,Número Questão Exame,ID Exame,Ano Exame
2012-09_13,OBJETIVA,J2,,"A respeito da ação de habeas corpus, assinale a afirmativa incorreta.","{""D"": ""A Constitui\u00e7\u00e3o assegura a gratuidade para seu ajuizamento."", ""C"": ""N\u00e3o \u00e9 meio h\u00e1bil para controle concreto de constitucionalidade."", ""B"": ""\u00c9 cab\u00edvel contra puni\u00e7\u00e3o disciplinar militar imposta por autoridade incompetente."", ""A"": ""Pode ser impetrado por estrangeiro residente no pa\u00eds.""}",C,medio,Direito Constitucional,Habeas Corpus,1.0,791,13,2012-09,2012
2012-09_14,OBJETIVA,J2,,"O Estado W, governado por dirigente progressista, pretende realizar uma ampla reforma agrária no seu território para melhor dividir a terra, incluindo diversos desempregados na vida produtiva, apresentando, ainda, amplo programa de financiamento das atividades agrícolas. Com essa proposta política, resolve apresentar projeto de lei, criando formas de desapropriação e inovando nos procedimentos, dando característica sumária e permitindo o ingresso nos imóveis sem pagar indenização.
Quanto ao tema em foco, legislação sobre desapropriação, nos termos da Constituição Federal, assinale a afirmativa correta.","{""D"": ""Trata-se de compet\u00eancia dos Estados em comum com os Munic\u00edpios."", ""C"": ""Trata-se de compet\u00eancia privativa dos Estados"", ""B"": ""Trata-se de compet\u00eancia da Uni\u00e3o em comum com os Estados."", ""A"": ""Trata-se de compet\u00eancia privativa da Uni\u00e3o""}",A,facil,Direito Constitucional,Repartição de Competências,1.0,792,14,2012-09,2012
2012-09_15,OBJETIVA,J2,,O Congresso Nacional aprova tratados internacionais por meio de:,"{""D"": ""Decreto Legislativo."", ""C"": ""Decreto-Lei."", ""B"": ""Resolu\u00e7\u00e3o."", ""A"": ""Decreto.""}",D,facil,Direito Constitucional,Competência do Congresso Nacional,1.0,793,15,2012-09,2012
2012-09_16,OBJETIVA,J2,,"João ingressa com ação individual buscando a repetição de indébito tributário, tendo como causa de pedir a inconstitucionalidade da Lei Federal “X”, que criou o tributo.
Sobre a demanda, assinale a afirmativa correta.","{""D"": ""O juiz de primeiro grau n\u00e3o det\u00e9m compet\u00eancia para a declara\u00e7\u00e3o de inconstitucionalidade de lei ou ato normativo, mas somente o Tribunal de segundo grau e desde que haja pr\u00e9vio pronunciamento do plen\u00e1rio do Supremo Tribunal Federal sobre a quest\u00e3o."", ""C"": ""O \u00f3rg\u00e3o colegiado, em sede de apela\u00e7\u00e3o, n\u00e3o pode declarar a inconstitucionalidade da norma, devendo submeter a quest\u00e3o ao Pleno do Tribunal ou ao \u00f3rg\u00e3o especial (quando houver), salvo se j\u00e1 houver pr\u00e9vio pronunciamento deste ou do plen\u00e1rio do STF sobre a sua inconstitucionalidade."", ""B"": ""Caso a quest\u00e3o seja levada ao Supremo Tribunal Federal, em sede de recurso extraordin\u00e1rio, e este declarar a inconstitucionalidade da Lei Federal \u201cX\u201d pela maioria absoluta dos seus membros, a decis\u00e3o ter\u00e1 efic\u00e1cia contra todos e efeitos vinculantes."", ""A"": ""Jo\u00e3o n\u00e3o possui legitimidade para ingressar com a demanda, questionando a constitucionalidade da Lei Federal \u201cX\u201d, atribu\u00edda exclusivamente \u00e0s pessoas e entidades previstas no art. 103 da Constitui\u00e7\u00e3o.""}",C,medio,Direito Constitucional,Controle Difuso e Reserva de Plenario,1.0,794,16,2012-09,2012
2012-09_17,OBJETIVA,J2,,"José da Silva, prefeito do Município “X”, integrante do Estado “Y”, possui familiares que pretendem concorrer a cargos elegíveis nas próximas eleições.
Sobre essa situação, assinale a afirmativa correta.","{""D"": ""Pedro Costa, sobrinho de Jos\u00e9 da Silva, poder\u00e1 concorrer ao cargo de Vereador do Munic\u00edpio \u201cX\u201d mesmo que Jos\u00e9 da Silva n\u00e3o tenha se desincompatibilizado seis meses antes do pleito."", ""C"": ""Jos\u00e9 da Silva poder\u00e1 concorrer ao cargo de governador do estado \u201cZ\u201d, n\u00e3o sendo necess\u00e1rio que renuncie ao mandato at\u00e9 seis meses antes do pleito."", ""B"": ""Maria da Silva, esposa de Jos\u00e9 da Silva, vereadora do munic\u00edpio \u201cX\u201d, s\u00f3 poder\u00e1 concorrer novamente ao cargo de vereadora, se Jos\u00e9 da Silva se desincompatibilizar seis meses antes do pleito."", ""A"": ""Jos\u00e9 da Silva Junior, filho de Jos\u00e9 da Silva, que ter\u00e1 18 anos completos na \u00e9poca da elei\u00e7\u00e3o, poder\u00e1 se candidatar ao cargo de deputado estadual de \u201cY\u201d, desde que Jos\u00e9 da Silva tenha se desincompatibilizado seis meses antes do pleito.""}",D,medio,Direito Constitucional,Inelegibilidades,1.0,795,17,2012-09,2012
2012-09_18,OBJETIVA,J2,,"O Estado ”X” possui Lei Ordinária, que dispõe sobre regras de trânsito e transporte. Determina essa lei a instalação de cinto de segurança em veículos de transporte coletivo de passageiros, impondo penalidades em caso de descumprimento. Inconformado com este diploma legal, o Governador do Estado deseja propor ação direta de inconstitucionalidade.
Neste caso, assinale a afirmativa correta.","{""D"": ""N\u00e3o haveria v\u00edcio de inconstitucionalidade, caso a lei estadual tivesse status de lei complementar, ao inv\u00e9s de lei ordin\u00e1ria."", ""C"": ""A lei \u00e9 inconstitucional, pois viola a compet\u00eancia privativa da Uni\u00e3o para legislar sobre tr\u00e2nsito."", ""B"": ""O Governador n\u00e3o poder\u00e1 propor a ADI, como pretende, pois a lei n\u00e3o possui v\u00edcio de inconstitucionalidade."", ""A"": ""A a\u00e7\u00e3o n\u00e3o poder\u00e1 ser ajuizada pelo Governador sem pr\u00e9via autoriza\u00e7\u00e3o da Assembleia Legislativa do Estado X, j\u00e1 que se trata de a\u00e7\u00e3o contra lei do pr\u00f3prio Estado.""}",C,medio,Direito Constitucional,Repartição de Competências,1.0,796,18,2012-09,2012
2012-09_19,OBJETIVA,J2,,"Com relação às diretrizes e normas constitucionais referentes à prestação da saúde, assinale a afirmativa correta.","{""D"": ""As institui\u00e7\u00f5es privadas poder\u00e3o participar de forma complementar do sistema \u00fanico de sa\u00fade, segundo diretrizes deste, mediante contrato de direito privado, vedada qualquer prefer\u00eancia ou distin\u00e7\u00e3o entre elas."", ""C"": ""\u00c9 admitida a participa\u00e7\u00e3o indireta de empresas ou capitais estrangeiros na assist\u00eancia \u00e0 sa\u00fade no Pa\u00eds, independentemente de previs\u00e3o legal."", ""B"": ""Ao sistema \u00fanico de sa\u00fade compete, dentre outras atribui\u00e7\u00f5es, colaborar na prote\u00e7\u00e3o do meio ambiente, nele compreendido o do trabalho."", ""A"": ""\u00c9 permitida a destina\u00e7\u00e3o de recursos p\u00fablicos para aux\u00edlios ou subven\u00e7\u00f5es \u00e0s institui\u00e7\u00f5es privadas com fins lucrativos.""}",B,medio,Direito Constitucional,Saúde,1.0,797,19,2012-09,2012
2012-09_20,OBJETIVA,J2,,"A Resolução 96 (I), de 11 de dezembro de 1946, da Assembleia Geral da Organização das Nações Unidas declarou que o genocídio é um crime contra o Direito Internacional.
Nesse passo, a Convenção para a Prevenção e Repressão do Crime de Genocídio afirmou que","{""D"": ""a transfer\u00eancia for\u00e7ada de menores de um grupo religioso para outro grupo religioso, cometida com a inten\u00e7\u00e3o de destruir aquele, considera-se genoc\u00eddio."", ""C"": ""os atos tentados ou consumados, bem como a cumplicidade para cometer genoc\u00eddio, ser\u00e3o punidos, mas a incita\u00e7\u00e3o ao cometimento de genoc\u00eddio, ainda que direta e p\u00fablica, n\u00e3o ser\u00e1 punida."", ""B"": ""o genoc\u00eddio \u00e9 entendido como o assassinato de membros de um grupo nacional, \u00e9tnico, racial ou religioso, com a inten\u00e7\u00e3o de destru\u00ed-lo no todo, n\u00e3o se entendendo como tal, dano grave \u00e0 sa\u00fade do grupo."", ""A"": ""as partes contratantes da Conven\u00e7\u00e3o confirmam que o genoc\u00eddio configura crime contra o Direito Internacional, exceto se cometido em tempo de guerra.""}",D,medio,Direito Internacional,Convenção para a Prevenção e a Repressão do Crime de Genocídio,1.0,798,20,2012-09,2012
2012-09_21,OBJETIVA,J2,,"O Pacto de São José da Costa Rica prevê que os Estados signatários devem cumprir com as decisões emanadas pela Corte Interamericana de Direitos Humanos. Uma das hipóteses de condenação consiste no pagamento, pelo Estado, de indenização compensatória à vítima da violação de direitos humanos.
Assinale a afirmativa que indica o procedimento a ser adotado, caso o Estado brasileiro não cumpra espontaneamente a sentença internacional que o obriga a pagar a indenização.","{""D"": ""A Corte Interamericana, em raz\u00e3o do princ\u00edpio da soberania, n\u00e3o poder\u00e1 obrigar o Brasil a cumprir a senten\u00e7a, mas o descumprimento poder\u00e1 fundamentar uma advert\u00eancia da Assembleia Geral da Organiza\u00e7\u00e3o das Na\u00e7\u00f5es Unidas, pelo descumprimento da Conven\u00e7\u00e3o Americana de Direitos Humanos."", ""C"": ""A Corte Interamericana, em raz\u00e3o do princ\u00edpio da soberania, obrigar\u00e1 o Estado brasileiro a cumprir a senten\u00e7a, sendo necess\u00e1ria a propositura de processo de execu\u00e7\u00e3o, aut\u00f4nomo, pela parte interessada na Corte."", ""B"": ""Como \u00e9 considerada t\u00edtulo executivo judicial, poder\u00e1 ser executada perante a Vara Federal competente territorialmente."", ""A"": ""Como \u00e9 considerada t\u00edtulo executivo judicial, poder\u00e1 ser executada perante o Superior Tribunal de Justi\u00e7a, uma vez que goza de status internacional.""}",B,medio,Direito Internacional,Execução de Sentença,1.0,799,21,2012-09,2012
2012-09_22,OBJETIVA,J2,,"Com relação à Convenção Interamericana para Prevenir e Punir a Tortura, ratificada pelo Brasil em 20 de julho de 1989, assinale a afirmativa correta.","{""D"": ""Esgotado o procedimento jur\u00eddico interno do Estado e os recursos que este prev\u00ea para a investiga\u00e7\u00e3o sobre caso de tortura, o processo dever\u00e1 ser submetido a inst\u00e2ncias internacionais, mesmo que o Estado n\u00e3o tenha aceitado tal compet\u00eancia."", ""C"": ""As declara\u00e7\u00f5es obtidas por meio de tortura n\u00e3o podem ser admitidas como prova em processo, salvo em processo instaurado contra a pessoa acusada de hav\u00ea-las obtido mediante atos de tortura e unicamente como prova de que, por esse meio, o acusado obteve tal declara\u00e7\u00e3o."", ""B"": ""O Estado Parte somente tomar\u00e1 as medidas necess\u00e1rias para conceder a extradi\u00e7\u00e3o, em conformidade com sua legisla\u00e7\u00e3o e suas obriga\u00e7\u00f5es internacionais, de pessoa condenada pela pr\u00e1tica de delito de tortura, n\u00e3o bastando a acusa\u00e7\u00e3o pela pr\u00e1tica do delito."", ""A"": ""Os funcion\u00e1rios p\u00fablicos que ordenem a execu\u00e7\u00e3o da tortura ou a cometam diretamente s\u00e3o respons\u00e1veis pelo delito de tortura, exceto se houverem agido por ordens superiores, o que eximir\u00e1 o agente da responsabilidade penal correspondente.""}",C,medio,Direito Internacional,Convenção Interamericana para Prevenir e Punir a Tortura,1.0,800,22,2012-09,2012
2012-09_23,OBJETIVA,J2,,"Com base da Carta das Nações Unidas, assinale a afirmativa correta.","{""D"": ""Um Estado n\u00e3o pode se tornar membro da Corte Internacional de Justi\u00e7a sem antes se tornar membro nas Na\u00e7\u00f5es Unidas."", ""C"": ""As principais atribui\u00e7\u00f5es do Conselho de Seguran\u00e7a s\u00e3o a manuten\u00e7\u00e3o da paz internacional e a liberaliza\u00e7\u00e3o dos fluxos internacionais de com\u00e9rcio."", ""B"": ""Os principais \u00f3rg\u00e3os das Na\u00e7\u00f5es Unidas s\u00e3o a Assembleia Geral, o Conselho de Seguran\u00e7a, a Organiza\u00e7\u00e3o Mundial do Com\u00e9rcio e a Corte Internacional de Justi\u00e7a."", ""A"": ""A Assembleia Geral pode expulsar um Estado membro que tenha persistentemente violado os princ\u00edpios da Carta das Na\u00e7\u00f5es Unidas, ouvido o Conselho de Seguran\u00e7a.""}",A,medio,Direito Internacional,Organizações Internacionais - Organização das Nações Unidas (ONU),1.0,801,23,2012-09,2012
2012-09_24,OBJETIVA,J2,,"José, de nacionalidade brasileira, era casado com Maria, de nacionalidade sueca, encontrando-se o casal domiciliado no Brasil. Durante a viagem de “lua de mel”, na França, Maria, após o jantar, veio a falecer, em razão de uma intoxicação alimentar. Maria, quando ainda era noiva de José, havia realizado testamento em Londres, dispondo sobre os seus bens, entre eles dois imóveis situados no Rio de Janeiro.
À luz das regras de Direito Internacional Privado, assinale a afirmativa correta.","{""D"": ""Se houver discuss\u00e3o acerca do regime sucess\u00f3rio, dever\u00e1 ser aplicada a legisla\u00e7\u00e3o sueca, em raz\u00e3o da nacionalidade do de cujus."", ""C"": ""A autoridade judici\u00e1ria brasileira n\u00e3o \u00e9 competente para proceder ao invent\u00e1rio e \u00e0 partilha de bens, porquanto Maria faleceu na Fran\u00e7a, e n\u00e3o no Brasil."", ""B"": ""Se houver discuss\u00e3o acerca da validade do testamento, no que diz respeito \u00e0 observ\u00e2ncia das formalidades, dever\u00e1 ser aplicada a legisla\u00e7\u00e3o inglesa, local em que foi realizado o ato de disposi\u00e7\u00e3o de \u00faltima vontade de Maria."", ""A"": ""Se houver discuss\u00e3o acerca da validade do testamento, no que diz respeito \u00e0 observ\u00e2ncia das formalidades, dever\u00e1 ser aplicada a legisla\u00e7\u00e3o brasileira, pois Maria encontrava-se domiciliada no Brasil.""}",B,dificil,Direito Internacional,Conflito de Leis no Espaço - Sucessão e Forma dos Atos,1.0,802,24,2012-09,2012
2012-09_25,OBJETIVA,J2,,"Acerca do Imposto sobre Produtos Industrializados, de competência da União, assinale a afirmativa que contempla duas de suas características.","{""D"": ""\u00c9 imposto interno e lan\u00e7ado por declara\u00e7\u00e3o."", ""C"": ""\u00c9 imposto monof\u00e1sico e qualificado como indireto."", ""B"": ""\u00c9 imposto real e caracterizado por ser direto."", ""A"": ""\u00c9 imposto ordin\u00e1rio e caracterizado pela seletividade.""}",A,medio,Direito Tributário,Imposto sobre Produtos Industrializados (IPI),1.0,803,25,2012-09,2012
2012-09_28,OBJETIVA,J2,,"O procurador do município Gama decide contestar judicialmente a cobrança do ICMS discriminada na fatura da conta de luz do imóvel onde funciona a sede da prefeitura, alegando a condição de ente político para livrar-se da exação.
A demanda da municipalidade deverá ser","{""D"": ""rejeitada, pois o munic\u00edpio n\u00e3o goza de imunidade com rela\u00e7\u00e3o a imposto que incide apenas indiretamente sobre seus bens e servi\u00e7os."", ""C"": ""acolhida, pois a empresa concession\u00e1ria prestadora do servi\u00e7o de fornecimento de energia n\u00e3o tem compet\u00eancia para cobrar ICMS."", ""B"": ""rejeitada, pois na situa\u00e7\u00e3o apresentada o munic\u00edpio se apresenta na condi\u00e7\u00e3o de contribuinte de direito do ICMS."", ""A"": ""acolhida, em raz\u00e3o da imunidade rec\u00edproca, que impede que os entes da federa\u00e7\u00e3o instituam impostos sobre bens e servi\u00e7os uns dos outros.""}",D,medio,Direito Tributário,Imunidade Recíproca,1.0,804,28,2012-09,2012
2012-09_29,OBJETIVA,J2,,"Acerca dos serviços considerados como serviços públicos uti singuli, assinale a afirmativa correta.","{""D"": ""Servi\u00e7os que somente s\u00e3o prestados pela Administra\u00e7\u00e3o P\u00fablica direta do Estado."", ""C"": ""Servi\u00e7os em que \u00e9 poss\u00edvel a identifica\u00e7\u00e3o do usu\u00e1rio e da parcela do servi\u00e7o utilizada por cada benefici\u00e1rio."", ""B"": ""Servi\u00e7os singulares e essenciais prestados pela Administra\u00e7\u00e3o P\u00fablica direta e indireta."", ""A"": ""Servi\u00e7os em que n\u00e3o \u00e9 poss\u00edvel identificar os usu\u00e1rios e, da mesma forma, n\u00e3o \u00e9 poss\u00edvel a identifica\u00e7\u00e3o da parcela do servi\u00e7o utilizada por cada benefici\u00e1rio.""}",C,facil,Direito Administrativo,Classificação dos Serviços Públicos,1.0,805,29,2012-09,2012
2012-09_30,OBJETIVA,J2,,"A desapropriação é um procedimento administrativo que possui duas fases: a primeira, denominada declaratória e a segunda, denominada executória.
Quanto à fase declaratória, assinale a afirmativa correta.","{""D"": ""Gera o direito \u00e0 imiss\u00e3o provis\u00f3ria na posse e o impedimento \u00e0 desist\u00eancia da desapropria\u00e7\u00e3o."", ""C"": ""Implica a gera\u00e7\u00e3o de efeitos, com o titular mantendo o direito de propriedade plena, n\u00e3o tendo a Administra\u00e7\u00e3o direitos ou deveres."", ""B"": ""Importa no in\u00edcio do prazo para a ocorr\u00eancia da caducidade do ato declarat\u00f3rio e gera, para a Administra\u00e7\u00e3o, o direito de penetrar no bem objeto da desapropria\u00e7\u00e3o."", ""A"": ""Acarreta a aquisi\u00e7\u00e3o da propriedade pela Administra\u00e7\u00e3o, gerando o dever de justa indeniza\u00e7\u00e3o ao expropriado.""}",B,medio,Direito Administrativo,Fase Declaratória,1.0,806,30,2012-09,2012
2012-09_31,OBJETIVA,J2,,"De acordo com o Art. 2º, inciso XIII, da Lei n. 9.784/98, a Administração deve buscar a interpretação da norma que melhor garanta o atendimento do fim público a que se dirige, vedada a aplicação retroativa da nova interpretação.
Assinale a alternativa que indica o princípio consagrado por esse dispositivo, em sua parte final.","{""D"": ""Seguran\u00e7a das rela\u00e7\u00f5es jur\u00eddicas."", ""C"": ""Moralidade."", ""B"": ""Efici\u00eancia."", ""A"": ""Legalidade.""}",D,facil,Direito Administrativo,Segurança Jurídica,1.0,807,31,2012-09,2012
2012-09_32,OBJETIVA,J2,,"Atento à crescente especulação imobiliária, e ciente do sucesso econômico obtido pelas construtoras do País com a construção de imóveis destinados ao público de alta renda, o Estado “X” decide ingressar nesse lucrativo mercado. Assim, edita uma lei autorizando a criação de uma empresa pública e, no mesmo ano, promove a inscrição dos seus atos constitutivos no registro das pessoas jurídicas.
Assinale a alternativa que apresenta a alegação que as construtoras privadas, incomodadas pela concorrência de uma empresa pública, poderiam apresentar.","{""D"": ""A cria\u00e7\u00e3o da empresa p\u00fablica n\u00e3o poderia ter ocorrido no mesmo ano em que foi editada a lei autorizativa."", ""C"": ""Os pressupostos de seguran\u00e7a nacional ou de relevante interesse coletivo na explora\u00e7\u00e3o daquela atividade econ\u00f4mica n\u00e3o est\u00e3o presentes."", ""B"": ""O objeto social daquela empresa s\u00f3 poderia ser atribu\u00eddo a uma sociedade de economia mista e n\u00e3o a uma empresa p\u00fablica."", ""A"": ""A nulidade da constitui\u00e7\u00e3o daquela pessoa jur\u00eddica, uma vez que as pessoas jur\u00eddicas estatais s\u00f3 podem ser criadas por lei espec\u00edfica.""}",C,medio,Direito Administrativo,Exploração direta de atividade econômica pelo Estado,1.0,808,32,2012-09,2012
2012-09_33,OBJETIVA,J2,,"Um estado da Federação, em processo de recuperação econômica, pretende restaurar o seu antigo Parque de Esportes, uma enorme área que concentra estádio de futebol, ginásio de esportes coletivos e parque aquático. Não dispondo de recursos para custear a totalidade da obra e nem tendo expertise para promover uma boa gestão do espaço, o Estado pretende firmar um contrato de parceria público-privada, nos moldes da Lei n. 11.079/2004.
Sobre o instituto da Parceria Público-Privada, assinale a afirmativa correta.","{""D"": ""As parcerias p\u00fablico-privadas remuneram o ente particular integralmente com o valor das tarifas cobradas dos usu\u00e1rios do servi\u00e7o, sendo vedado ao ente p\u00fablico o custeio direto das atividades desenvolvidas pelo particular."", ""C"": ""As parcerias p\u00fablico-privadas n\u00e3o podem ter por objeto, exclusivamente, a execu\u00e7\u00e3o de obra p\u00fablica de restaura\u00e7\u00e3o do Parque de Esportes."", ""B"": ""As parcerias p\u00fablico-privadas preveem que o ente p\u00fablico executar\u00e1 uma parcela do servi\u00e7o ou obra, nunca inferior a 50%, e o particular o restante do servi\u00e7o ou obra."", ""A"": ""As parcerias p\u00fablico-privadas t\u00eam natureza de conv\u00eanio, e n\u00e3o de contrato, uma vez que o ente p\u00fablico e o ente particular conjugam esfor\u00e7os na realiza\u00e7\u00e3o de uma atividade de interesse p\u00fablico.""}",C,medio,Direito Administrativo,Parcerias Público-Privadas (PPP),1.0,809,33,2012-09,2012
2012-09_34,OBJETIVA,J2,,"As contas do Prefeito do Município X não foram aprovadas pelo Tribunal de Contas do Estado. Dentre outras irregularidades, apurou-se o superfaturamento em obras públicas.
Sobre o controle exercido pelas Cortes de Contas, assinale a afirmativa correta.","{""D"": ""As contas do Prefeito estar\u00e3o sujeitas \u00e0 atua\u00e7\u00e3o do Tribunal de Contas somente se houver previs\u00e3o na Lei Org\u00e2nica do Munic\u00edpio."", ""C"": ""A atua\u00e7\u00e3o do Tribunal de Contas do estado somente ser\u00e1 poss\u00edvel at\u00e9 que haja a cria\u00e7\u00e3o de um Tribunal de Contas do Munic\u00edpio, por lei complementar de iniciativa do Prefeito."", ""B"": ""A atua\u00e7\u00e3o do Tribunal de Contas configura exemplo de controle interno dos atos da Administra\u00e7\u00e3o P\u00fablica."", ""A"": ""O parecer desfavor\u00e1vel emitido pelo Tribunal de Contas do Estado pode ser superado por decis\u00e3o de dois ter\u00e7os dos membros da C\u00e2mara Municipal.""}",A,medio,Direito Administrativo,Controle Externo e Tribunal de Contas,1.0,810,34,2012-09,2012
2012-09_35,OBJETIVA,J2,,"A Lei Complementar n. 140 de 2011 fixou normas para a cooperação entre os entes da federação nas ações administrativas decorrentes do exercício da competência comum relativas ao meio ambiente. Sobre esse tema, assinale a afirmativa correta.","{""D"": ""Compete \u00e0 Uni\u00e3o aprovar a libera\u00e7\u00e3o de exemplares de esp\u00e9cie ex\u00f3tica da fauna e da flora em ecossistemas naturais fr\u00e1geis ou protegidos."", ""C"": ""Compete aos munic\u00edpios gerir o patrim\u00f4nio gen\u00e9tico e o acesso ao conhecimento tradicional associado, respeitadas as atribui\u00e7\u00f5es setoriais."", ""B"": ""Compete aos Estados e ao Distrito Federal controlar a introdu\u00e7\u00e3o no Pa\u00eds de esp\u00e9cies ex\u00f3ticas potencialmente invasoras que possam amea\u00e7ar os ecossistemas, habitats e esp\u00e9cies nativas."", ""A"": ""Compete \u00e0 Uni\u00e3o aprovar o manejo e a supress\u00e3o de vegeta\u00e7\u00e3o, de florestas e forma\u00e7\u00f5es sucessoras em \u00c1reas de Preserva\u00e7\u00e3o Ambientais - APAs.""}",D,medio,Direito Ambiental,Ações Administrativas na Lei Complementar 140/2011,1.0,811,35,2012-09,2012
2012-09_36,OBJETIVA,J2,,"A respeito da responsabilidade administrativa federal por danos ambientais, regulamentada pelo Decreto n. 6.514/08 e alterado pelo Decreto 6.686/08, assinale a afirmativa correta.","{""D"": ""A demoli\u00e7\u00e3o de obra ou constru\u00e7\u00e3o com fins residenciais ou comerciais, em raz\u00e3o do princ\u00edpio da defesa do meio ambiente, dar-se-\u00e1 nos casos em que a aus\u00eancia da demoli\u00e7\u00e3o importa em iminente risco de agravamento do dano ambiental e as custas para sua realiza\u00e7\u00e3o correr\u00e3o por conta do infrator."", ""C"": ""A demoli\u00e7\u00e3o de obra, em respeito ao direito fundamental \u00e0 moradia, s\u00f3 poder\u00e1 ser aplicada em constru\u00e7\u00f5es residenciais erguidas em unidades de conserva\u00e7\u00e3o e outros espa\u00e7os ambientalmente protegidos e as custas para a sua realiza\u00e7\u00e3o correr\u00e3o por conta do infrator."", ""B"": ""A demoli\u00e7\u00e3o de obra \u00e9 medida excepcional e s\u00f3 poder\u00e1 ser aplicada em situa\u00e7\u00f5es de flagrante ilegalidade e em edifica\u00e7\u00f5es com menos de dez anos."", ""A"": ""A demoli\u00e7\u00e3o de obra s\u00f3 poder\u00e1 ser aplicada em edifica\u00e7\u00f5es n\u00e3o residenciais e sua execu\u00e7\u00e3o dever\u00e1 ocorrer \u00e0s custas do infrator.""}",A,medio,Direito Ambiental,Sanções Administrativas,1.0,812,36,2012-09,2012
2012-09_37,OBJETIVA,J2,,"José, viúvo, é pai de Mauro e Mário, possuindo um patrimônio de R$ 300.000,00. Casou-se com Roberta, que tinha um patrimônio de R$ 200.000,00, pelo regime da comunhão universal de bens. José e Roberta tiveram dois filhos, Bruno e Breno.
Falecendo Roberta, a divisão do monte seria a seguinte:","{""D"": ""A heran\u00e7a deve ser dividida em tr\u00eas partes, cabendo a Jos\u00e9, Bruno e Breno 1/3 do monte, ou seja, R$ 166.666,66 para cada um."", ""C"": ""Jos\u00e9 recebe R$ 250.000,00 e Bruno e Breno recebem, cada um, a import\u00e2ncia de R$ 125.000,00."", ""B"": ""O monte, no valor total de R$ 500.000,00, deve ser dividido em cinco partes, ou seja, Jos\u00e9, Mauro, M\u00e1rio, Breno e Bruno recebem, cada um, R$ 100.000,00."", ""A"": ""Jos\u00e9 recebe R$ 250.000,00 e Mauro, M\u00e1rio, Bruno e Breno recebem cada um R$ 62.500,00.""}",C,medio,Direito Civil,Ordem de vocação hereditária e meação,1.0,813,37,2012-09,2012
2012-09_38,OBJETIVA,J2,,"Marcelo firmou com Augusto contrato de compra e venda de imóvel, tendo sido instituindo no contrato o pacto de preempção. Acerca do instituto da preempção, assinale a afirmativa correta.","{""D"": ""Trata-se de pacto adjeto ao contrato de compra e venda em que Marcelo, enquanto constituir faculdade de exerc\u00edcio, poder\u00e1 ceder ou transferir por ato inter vivos."", ""C"": ""Trata-se de pacto adjeto ao contrato de compra e venda em que Marcelo reserva para si a propriedade do im\u00f3vel at\u00e9 o momento em que Augusto realize o pagamento integral do pre\u00e7o."", ""B"": ""Trata-se de pacto adjeto ao contrato de compra e venda em que Marcelo imp\u00f5e a Augusto a obriga\u00e7\u00e3o de oferecer a coisa quando vender, ou dar em pagamento, para que use de seu direito de prela\u00e7\u00e3o na compra, tanto por tanto."", ""A"": ""Trata-se de pacto adjeto ao contrato de compra e venda em que Marcelo se reserva ao direito de recobrar o im\u00f3vel vendido a Augusto no prazo m\u00e1ximo de 3 anos, restituindo o pre\u00e7o recebido e reembolsando as despesas do comprador.""}",B,facil,Direito Civil,Cláusulas Especiais à Compra e Venda (Preempção),1.0,814,38,2012-09,2012
2012-09_39,OBJETIVA,J2,,"De acordo com as regras atinentes à hipoteca, assinale a afirmativa correta.","{""D"": ""A hipoteca pode ser constitu\u00edda para garantia de d\u00edvida futura ou condicionada, desde que determinado o valor m\u00e1ximo do cr\u00e9dito a ser garantido."", ""C"": ""Segundo o C\u00f3digo Civil, o adquirente de bem hipotecado n\u00e3o pode remir a hipoteca para que seja extinto o gravame pendente sobre o bem sem autoriza\u00e7\u00e3o expressa de todos credores hipotec\u00e1rios."", ""B"": ""O ordenamento jur\u00eddico admite a institui\u00e7\u00e3o de nova hipoteca sobre im\u00f3vel hipotecado, desde que seja dada em favor do mesmo credor."", ""A"": ""O C\u00f3digo Civil n\u00e3o admite a divisibilidade da hipoteca em casos de loteamento do im\u00f3vel hipotecado.""}",D,medio,Direito Civil,Hipoteca,1.0,815,39,2012-09,2012
